rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-83-dup-0, blake, reid, , lingiari court, , actyn, 5017, nsw, 19280926, , 07 26305939, 3774937, 3
rec-553-org,   katie, broadby, 5, namatjira drive, lochenfels, thornleigh, 2480, qld, 19210921, , 04 34121554, 5451521, 3
rec-161-org,   daniel, gibb, 16, pell place, unt 3, st albans, 5112, qld, 19520705, 34, 07 82248570, 7175374, 6
rec-62-org,   charles, genockey, 24, aitken circuit, , sunnybank, 7250, nsw, 19960621, 29, 07 04190214, 7972567, 9
rec-263-org,   joshua, , 115, badimara street, , jamberoo, 2473, qld, 19430708, , 02 04877632, 9635581, 5
rec-429-org,   callum, morrison, 9, leist street, mac donnells bldg (cnr grafton s street, mayfield, 2444, sa, 19961113, , 04 14656908, 6992536, 3
rec-464-org,   daniel, , 659, darwinia terrace, , theodore, 3225, nsw, 19370813, 35, 08 03580747, 7647024, 2
rec-34-dup-1, hannah, cruttenden, 19, boeing park, mcdonald street, ascot, 3158, nsw, 19050806, 20, 02 26157976, 6689712, 3
rec-696-org,   jackson, george, 3, hargrave street, , glenhaven, 3912, tas, 19330419, 42, 04 64588239, 2472996, 7
rec-504-org,   joshua, kerley, 11, blythe close, , campwin beach, 4034, , 19470910, 33, , 8482789, 7
rec-244-org,   lucy, harslett, 19, , kindilan, malvern, 2567, vic, 19220416, 22, 08 06822035, 4897707, 8
rec-364-org,   amy, white, 114, kidston crescent, , ngunnawal, 5014, vic, 19480206, 34, 03 89603560, 8675665, 4
rec-731-org,   danielle, boase, 69, limestone avenue, , spotswood, 3844, qld, 19791001, , 08 00758679, 2628379, 7
rec-7-org,   sophie, ryan, 1, blakey close, , american beach, 5022, wa, 19960303, 26, 08 19164407, 4228839, 4
rec-772-org,   sebastian, lowe, 21, saggers close, , budgewoi, 3109, nsw, 19130913, 33, 02 40100836, 9252004, 5
rec-344-dup-2, casey, boweramn, 9, wittenoom crescent, , frankston, 3127, vic, , 21, 04 32470994, 3666787, 4
rec-716-org,   andrew, sar, 50, pridham street, peppermint springs bendoc, henty, 2880, , 19811014, 11, 03 00669974, 6202064, 1
rec-777-org,   kyle, graham-king, 11, , , ardrossan, 4102, nsw, 19210620, 24, 07 54664285, 1563101, 0
rec-545-org,   jessica, green, 17, lewis luxton avenue, riverside professional centre (cnr banks, wanneroo, 3919, qld, , 26, 04 62864329, 5986532, 4
rec-522-org,   luke, vincent, 64, rooth place, , richardson, 2705, nsw, 19680816, 24, 02 03133385, 7768287, 0
rec-277-org,   bailley, white, , banambila street, , orange, 2770, , 19550124, 26, 07 75684809, 8481043, 2
rec-43-org,   gabriella, rake, 34, endeavour street, the meadows, currimundi, 3641, vic, , 37, 02 00429118, 9532440, 9
rec-512-org,   gemaley, lowe, 23, black street, , bayswater north, 2307, vic, 19950606, 31, 02 32603693, 5345477, 6
rec-536-dup-1, charlorte, harrington, 130, clianthus xtreet, kersley mews, toormina, 2484, , 19300527, 35, , 1628766, 4
rec-147-org,   michael, willmot, 36, revell close, , smithfield, 2026, vic, 19160725, , 04 02216685, 1035246, 1
rec-147-dup-0, michael, will mot, 36, revell close, , smithfield, 2025, vic, 19160775, , 04 02216685, 1035246, 1
rec-374-org,   harry, shepherd, 38, ellen place, , surry hills, 5139, vic, 19940919, 33, 03 84703209, 7107787, 7
rec-75-dup-1, luka, constance, 3, la perouse street, , 2065, ivanhoe, qld, 19460627, 33, 02 68413282, 2060387, 1
rec-566-org,   alysha, asher, 26, blackham street, the crater, hawthorn, 3677, sa, 19160101, , 07 39853655, 6310374, 8
rec-327-org,   jessica, webb, 34, pinkerton circuit, , springwood, 4123, nsw, 19020824, 19, 03 05698803, 5503703, 3
rec-149-org,   , leicester, 80, edkins street, pinelea, cranbourne, 6030, nsw, 19210118, 33, 08 94430715, 8549043, 8
rec-324-org,   ethan, richmond, 58, jane price crescent, , moorabbin, 3882, nsw, 19860223, 11, 03 04510376, 9521477, 8
rec-529-dup-2, gillian, rosad, 26, paul coe ctescent, , theodore, 5049, qld, 19210222, 38, 07 66731584, 9297334, 2
rec-133-org,   emiily, banham, 49, meiklejohn place, , willow grove, 2630, nsw, 19140314, 30, 04 15493032, 3874111, 8
rec-91-org,   jesse, clarke, 96, forbes street, casa corrigia, ferryden park, 2528, nsw, 19390427, , 07 52502469, 7242533, 2
rec-202-org,   sophie, wallent, 14, macdonald place, bletchly park, carlingford, 3066, qld, 19120826, 31, 04 13149559, 6315971, 1
rec-239-org,   karli, dudley, 13, chippindall circuit, , milang, 3805, nsw, 19120312, 24, 02 19828315, 8071878, 0
rec-640-org,   erin, o'day, 57, hansen circuit, lutheran ret/villa, hawthorn, 3500, nsw, 19571223, , 03 15696144, 8693890, 3
rec-22-org,   emiily, webb, 285, federal highway, , tongala, 3442, wa, 19880114, 22, 02 49384360, 2604337, 9
rec-59-org,   dominic, glass, 64, goble street, , thornlie, 3844, qld, 19930417, 24, 02 53891672, 3789812, 8
rec-399-org,   makayla, nguyen, 6, elliott street, kela, surry hills, 2030, wa, 19990618, 38, 04 92835239, 5200781, 6
rec-622-org,   carly, webb, 22, smeaton circuit, nedlyn, catalina, 2322, wa, 19560318, , 04 79774893, 9043966, 5
rec-748-org,   joshua, blake, 36, , , dondingalong, 3850, wa, 19220727, , 07 11358518, 2057147, 8
rec-467-org,   georgia, quill, 31, dwyer street, warwillah, toowoomba, 4178, qld, 19450404, 33, 08 49438691, 2384194, 0
rec-525-org,   zarlia, reid, 106, fawkner street, kangarilla, kurri kurri, 4035, wa, 19290119, 35, 07 34481085, 8677272, 6
rec-302-dup-0, alec, petefsen, 22, grimshaw street, flt 2a, sunshine beach, 4671, wa, 19502608, 7, 03 38194871, 3737452, 4
rec-784-org,   matthew, broadhead, 4, calder crescent, , mona vale, 4870, vic, 19791213, 27, 02 33109375, 7203215, 4
rec-791-org,   joel, snell, 13, mclachlan crescent, , revesby, 6450, , , 29, 02 28082881, 7202567, 9
rec-100-dup-2, hugo, lock, 13, ovens steet, clems lpace, wingello, 3871, , 19390708, 39, 07 39192025, 3520437, 1
rec-20-org,   sophie, blackwell, 1, verbrugghen street, kingsgrove, corrimal, 3623, , , , 07 16030236, 3078523, 9
rec-204-org,   toby, biancardi, 14, green street, , riverstone, 2034, nsw, 19140912, 20, 03 60486121, 7608399, 0
rec-242-org,   max, weaver, 141, lark place, , caroline springs, 4869, qld, 19350404, , 08 34518381, 2043944, 2
rec-280-org,   jazz, wilde, 52, cathcart close, , miami, 2154, tas, 19331120, 27, 03 54419394, 3722133, 4
rec-94-org,   andrew, tiller, 382, frome street, peroomba, port lincoln, 3150, , 19680410, , 08 91498510, 7695048, 2
rec-176-org,   caleb, heerey, 76, doyle terrace, , devonport, 5011, vic, 19600104, 27, 02 64928033, 4291500, 9
rec-433-org,   ethan, green, 29, kingsford smith drive, kindilan, camden, 2156, qld, 19361201, 29, 02 77811369, 6386427, 8
rec-554-org,   campbell, mason, 51, wattle street, , surry hills, 4401, act, 19560524, 35, 04 34777118, 5543330, 9
rec-87-dup-1, laclan, campbell, 11, heagney crescent, locn 2042 gillingarra, paterson, 2168, ss, 19130621, 29, 03 47690263, 8601035, 6
rec-127-org,   elise, bullock, 26, worrell place, , vincentia, 3127, nsw, 19601002, 24, 04 94597729, 6542155, 0
rec-300-org,   jack, luckman, 15, birrigai square, , waterloo, 4060, sa, 19710828, 27, 03 77978382, 8918269, 5
rec-450-org,   holly, white, 38, bertel crescent, , camira, 2675, nsw, 19601014, 20, 02 95059844, 6177941, 7
rec-625-org,   hollie, moody, 9, murchison street, , chittaway point, 3102, vic, 19480221, 24, 08 64626789, 5113359, 5
rec-108-dup-0, sean, white, 6, morice place, , new besrima, 5270, vic, 19410412, 31, 08 42636606, 9911139, 7
rec-312-org,   brodie, elsworth, 3, bradfield street, house 254 durack garden caravn park, cape clear, 2167, qld, 19530203, 39, 02 81888824, 9988893, 0
rec-471-org,   joel, steers, 10, namadgi circuit, , tomakin, 3047, vic, 19250228, 29, 04 99927840, 9831338, 1
rec-184-org,   arabella, pantos, 554, gardiner street, , tiddy widdy beach, 2261, vic, 19031124, 22, 03 70607337, 6901505, 6
rec-633-org,   kane, white, 1, herschell circuit, , colac, 2251, nsw, 19450924, 29, 08 07322951, 2240380, 0
rec-462-org,   aidan, senti, 26, houston street, woodburn cottage, ngunnawal, 4011, nsw, , 30, , 1204280, 6
rec-525-dup-0, zarlia, reid, 105, fawkner street, kangarilla, kurrik urri, 4035, wa, 19290119, 26, 07 34481085, 8677272, 6
rec-476-org,   , gianakis, 4, bootle place, , como, 2135, , 19340808, 26, 04 34740416, 3470231, 1
rec-708-org,   hayden, gilbertson, 127, borrowdale street, terara house, russell lea, , nsw, 19930901, , , 5373355, 3
rec-743-org,   tenille, stephenson, 20, barrallier street, , burpengary, 6713, , , 30, 08 27040149, 7196983, 5
rec-771-dup-2, jaden, wogton, 30, banfieod street, mapperley, salisbury, 4141, , 19090130, 4, 08 10452833, 1101007, 2
rec-245-dup-0, alexandra, campbell, 177, etonp lace, , belmpnt, 2711, nsw, 19041207, 28, 07 99381173, 6000990, 4
rec-736-org,   zac, priest, 17, bunya close, burramunda, watsonia, 4152, sa, , 32, 07 54896810, 1830978, 4
rec-100-dup-1, hugo, lock, 19, ovens street, clems place, wingerlo, 3817, , 19390708, 39, 07 39192025, 3520347, 1
rec-423-org,   michael, doody, 33, massey street, st francis vlge, leichhardt, 6743, qld, 19430816, , 02 65515190, 4997786, 5
rec-497-org,   jessica, hebberman, 7, torrens street, , toowong, 2145, nsw, 19601014, 36, 02 64619257, 2870170, 8
rec-799-dup-0, billy, latella, 2, chandle rstreet, , broadmeadows, 2372, vix, 19700594, 34, 02 01729732, 3964106, 7
rec-465-org,   casey, hawkings, 169, pirani place, , marayong, 4217, , 19270305, 26, 02 85469811, 8886536, 8
rec-775-dup-0, samuel, ferros, 165, merri olace, , dover, 3132, vic, , 92, , 5686160, 7
rec-488-dup-1, harfy, crosswell, 74, baskerville ztreet, , o'connor, 2143, sa, 19410522, , 02 32148895, 7144573, 1
rec-195-dup-0, alexamder, green, 2, woodfull loop, , botan, 2290, wa, 19200823, 39, 02 97397834, 5316128, 8
rec-318-org,   jory, penaluna, 86, yarrawonga street, villa 1/4, wendouree, 7173, qld, 19920223, 36, , 2242063, 2
rec-760-dup-0, , fausef, 52, barr-smith avenue, , castldmaine, 2485, qld, 19610718, 9, 07 08895277, 5539185, 8
rec-536-dup-2, charlotte, harrinvton, 130, clianthus street, kersley mews, toortina, 2484, nsw, 19300527, 35, 02 71517345, 1628766, 4
rec-273-dup-0, lily, cheers, 578, longstaffstreet, , ashfield, 4113, nsw, 19720940, 22, 03 60464094, 9339838, 4
rec-676-org,   gregory, mason-foweraker, 4, bemm place, sherwood, burpengary, 6108, vic, 19110507, 33, , 8699345, 2
rec-601-dup-0, liam, gearon, 28, wood poace, , trott oark, 4810, nsw, 19010421, 32, 03 27460573, 6768093, 9
rec-13-dup-0, eden, leskie, 6, eyrestreet, , thornlands, 2230, vid, 19130115, , 02 46233665, 1380536, 2
rec-458-org,   zachary, philippa, 51, devonport street, two tree hill, warilla, 2604, qld, 19791231, 13, 08 20657884, 8236326, 4
rec-345-org,   eva, rawlings, 1, bowley place, , oakleigh, 4164, nsw, 19540204, 22, 03 22054790, 1633142, 5
rec-738-org,   michael, hering, 20, kanangra place, st george, kalamunda, 5051, vic, 19400710, 36, , 6935000, 2
rec-8-org,   maxin, bissett, 12, , , homebush, 2770, wa, 19211219, 30, 08 92611330, 5525720, 1
rec-161-dup-0, daniel, gihb, 16, pelldplace, unt 3, st almbans, 5112, qld, 19520705, 34, 07 82248570, 7175374, 6
rec-579-org,   liam, , 17, forsyth place, rosewood garden, cloverdale, 4170, qld, 19001107, 30, 03 52093817, 3393188, 4
rec-50-org,   isabella, zilm, 30, girdlestone circuit, , como, 4102, nsw, 19940331, , 07 97482508, 4644703, 9
rec-556-dup-0, christian, hutcheson, 8, marchant clrcuit, , alice sprimgs, 2035, vic, 19900805, 37, 03 69196785, 7690623, 8
rec-439-org,   thomas, berry, 86, fred lane crescent, eureka, lalor, 3977, qld, 19810225, 6, 07 44889470, 2806992, 6
rec-185-org,   , white, 3, springvale drive, , mount evelyn, 3608, wa, , 32, 04 88189942, 8255020, 6
rec-631-dup-0, brad, ivers, 3, nemarang crescent, , sale, 2340, qld, 19500282, , 04 62979357, 6738169, 5
rec-531-dup-0, baydn, coulon, 8, officer crescent, , thornlands, 3268, vic, 19960713, 30, 03 20899372, 8923722, 1
rec-195-org,   alexander, green, 1, woodfull loop, , botany, 2290, wa, 19200823, 39, 02 97397834, 5316128, 8
rec-350-org,   lachlan, lowe, 44, castleton crescent, , emu park, 5114, sa, 19140612, , 08 21041800, 2744968, 0
rec-794-dup-0, mia, berryman, 2, lindrum cfescent, bega flts, 6302, oak park, , 19290913, 19, 08 61830037, 7617216, 4
rec-178-org,   samara, kyriacou, 5, deuchar close, dewars pool, north rocks, 5043, vic, 19140705, 31, 08 61102401, 1472941, 5
rec-442-org,   aidan, reid, 26, martley circuit, dunfield park, corio, 3880, qld, 19871015, 21, 02 41935902, 9175608, 4
rec-776-org,   shane, binns, , southwell street, , wahroonga, 3054, vic, 19131105, 25, 07 83216416, 1187456, 7
rec-774-dup-2, aletis, loci, 27, fiveash sfreet, , caves beach, 2135, nsw, 19771201, 10, 07 05781770, 9637073, 4
rec-328-org,   alexander, oreskovic, 99, kurrama close, woolshed corner, kingaroy, 2440, vic, 19480426, 27, 08 04490621, 7147732, 9
rec-613-org,   hana, millar, 743, thorn place, rowethorpe, seymour, 2587, nsw, 19510716, 22, 07 88404205, 7428932, 0
rec-17-dup-0, angus, pierti, , kirby place, glenmore, dungog, 5031, nsw, 19380806, 28, 02 79494388, 9404084, 2
rec-525-dup-1, zarlia, reid, 106, fawkne rstreet, kangarilla, kurri kurri, 4035, wa, 19291019, 53, 07 34481085, 8677272, 6
rec-657-org,   harrison, stephenson, 30, , valley fair, clarkson, 3840, nsw, 19800818, 34, 04 79223252, 3833035, 1
rec-265-org,   brinley, manson, 143, padbury street, , cowra, 3300, nsw, , 23, 04 68464854, 3722312, 2
rec-513-dup-0, emuma, krollg, 340, st john ciescent, , bingil bay, 5076, qld, 19450302, 29, 04 84513456, 7592460, 3
rec-382-org,   seth, matthews, 66, everard street, , sandy bay, 4703, tas, 19580604, , 03 02364019, 8555162, 3
rec-27-org,   allegra, wilkins, 25, van pelt place, , gowanbrae, 2211, wa, 19740504, 28, 03 60690694, 9303078, 8
rec-237-org,   emma, jolly, 51, dallachy street, yggdrasil, ascot, 2211, wa, 19910601, 32, 02 20664151, 3624041, 8
rec-69-org,   daniel, flores, 133, bromell circuit, , kaleen, 2100, vic, , 29, 07 82255312, 8036904, 5
rec-444-dup-0, olie, blackwell, 31, popplew ell place, , new f arm, 3133, nsw, 19291229, 22, 04 38006594, 3314003, 0
rec-32-org,   harrison, ziersch, 32, macrossan crescent, brentwood vlge, ellen grove, 2204, nsw, , 33, 02 81605084, 5079804, 7
rec-373-org,   hannah, carmody, 42, kirinari street, , coomba, 5113, vic, 19740203, 30, 04 08402074, 3174307, 3
rec-255-org,   emiily, henshaw, 45, hammond close, , carlingford, 3126, vic, 19450826, 28, 04 73366599, 2905952, 0
rec-162-org,   bertie, jurant, 206, hedland circuit, cardinia park, mount isa, 4113, wa, 19310816, 43, 07 13549454, 3221486, 3
rec-697-org,   gianni, clarke, 169, , , thornbury, 2333, vic, 19970322, , 03 82045250, 8451274, 1
rec-681-dup-1, gabriella, smallacombe, 65, gilday place, , olinda, 4722, w, 19170206, 35, 07 10706024, 1855658, 7
rec-661-org,   patrick, alimanovic, 6, bimbiang crescent, , whyalla jenkins, 2322, nsw, 19910919, , , 2555295, 1
rec-115-org,   daen, lansdell, 2, acraman place, eagle springs, downer, 2337, vic, 19670227, 30, 04 55796996, 2315077, 0
rec-414-org,   koula, renfrey, 23, mcfarlan place, , windsor, 3028, , 19200421, 30, 08 79365588, 4053793, 0
rec-245-dup-1, alexandra, cambell, 178, eton place, , belmont, 2711, nsw, 19041207, 23, 07 99381173, 2909053, 4
rec-572-org,   danielle, siggins, 49, callaway crescent, hopefield, moruya, 3629, sa, , 30, 03 46552209, 5814925, 8
rec-647-org,   rhys, mcphail, 79, enderby street, , toowoomba, 5013, sa, 19441020, , 04 04994984, 3247986, 3
rec-745-dup-2, erin, wisby, 34, karney street, kondalilla, coledle, 3188, vic, 19506212, 26, 07 21846519, 4402327, 7
rec-630-org,   madison, fendy, 41, , cotswold park, thornlie, 3268, nsw, , 13, 08 43090199, 1021066, 9
rec-286-org,   connor, madge, 9, heydon crescent, foxground, elizabeth vale, 2165, nsw, , 29, 02 39592181, 4419023, 6
rec-232-org,   sebastian, lablack, 8, walu street, carthona, punchbowl, 3074, sa, 19880808, 22, 04 05525021, 7251554, 8
rec-437-org,   kayla, ryan, 35, burrendong street, cape hawke hosptl medcl centre, silverdale, 5482, qld, 19881118, , 04 51917095, 7331814, 5
rec-198-org,   d'arcy, uroda, 51, hodgson crescent, , murray bridge, 4702, vic, 19351117, 27, 03 15491420, 2614550, 8
rec-72-org,   tyler, elrick, 119, popplewell place, , paralowie, 4703, sa, 19780403, 37, , 8699301, 2
rec-485-org,   georgia, clarke, 15, coxen street, karobean, greenbushes, 6148, qld, 19630204, 24, 04 77940036, 4489573, 4
rec-121-dup-2, yasmin, priesley, 11, mulvey place, , bondi junxtion, 4507, nsw, 19370265, 27, 04 38028028, 2491706, 1
rec-501-org,   rachel, white, 20, herman close, , keon park, 2500, qld, 19561217, 34, 03 29162066, 2656161, 4
rec-697-dup-0, giannu, clarke, 163, , , thornbury, 2333, vic, 19970522, , 03 82045250, 8451274, 1
rec-116-org,   benjamin, hobbis, 15, chataway crescent, , killara, 2148, vic, 19740425, 34, 08 38641339, 1228863, 2
rec-654-org,   mitchell, paddon, 2, marrawah street, , north ryde, 3214, wa, 19281017, 35, 08 67648745, 7812156, 7
rec-310-org,   isabella, hayball, 19, gill street, laurel bank, frankston, 5277, nsw, 19820731, 23, 03 37316075, 2210537, 1
rec-241-org,   maria, benjamin, 52, werriwa crescent, bylands street, paralowie, 4051, nsw, 19311122, , 07 61476591, 8328379, 4
rec-61-org,   oliver, , 86, postle circuit, , blue haven, 2077, qld, 19850830, 35, 03 04077530, 8549917, 1
rec-190-org,   thomas, manson, , garsia street, buckamall, sunshine, 4670, sa, 19470304, , 03 25772264, 4868465, 5
rec-694-org,   felicity, ryan, 63, green street, , tumbarumba, 3020, vic, 19700912, 25, 03 78893496, 3617466, 2
rec-320-org,   mitchell, flannery, 5, nemarang crescent, villa 2, laanecoorie, 5238, wa, 19811231, 33, 03 18604420, 4576645, 9
rec-565-org,   coby, ranson, 7, britten-jones drive, , highett, 6285, vic, 19660613, 28, , 5629355, 8
rec-771-dup-1, jaden, wottfn, 30, banfiekd street, mapperley, salisbury, 4114, , 19091030, 4, 08 10452833, 1101007, 2
rec-117-org,   jacqueline, grubb, 16, troughton street, , willagee, 4350, , , 34, 02 38949271, 9184377, 6
rec-598-org,   timothy, reid, 53, wheadon street, rockette lodge, pimlico, 2614, qld, , 32, 02 35934872, 2699666, 2
rec-459-org,   carla, crkvencic, 38, bunbury street, colloca vale, nambour, 4207, wa, 19130718, 30, 03 61511122, 3916487, 2
rec-93-org,   sophie, tweedie, 46, lucy gullett circuit, emerandi, seven hills, 7262, vic, 19700721, 9, 07 44105954, 5718626, 2
rec-672-org,   jayden, kalaburnis, 21, carruthers street, , slacks creek, 6050, nsw, 19560211, 29, 02 12107163, 9274056, 8
rec-615-org,   nicholas, blake, 7, cargelligo street, waioma, tecoma, 2069, sa, 19900113, 27, 03 68763530, 8365280, 1
rec-783-org,   max, nguyen, 305, withnell circuit, rsde 302, surfers paradise, 5162, vic, 19341123, 29, 04 61885913, 2882520, 7
rec-237-dup-2, ema, jooly, 51, dallachy street, , ascot, 2211, wa, 19910601, 32, 02 20664151, 3624041, 8
rec-3-dup-0, katharine, lowe, , gaunson xrescent, haven caravn park, south west rocks, 2154, nsw, 19310215, 33, 03 89313186, 6941229, 6
rec-650-org,   kiarnee, bloomfield, 113, whiteley street, , woronora, 3690, nsw, 19290817, 27, 08 31383478, 6625569, 4
rec-638-org,   tayah, pascoe, 55, sturgeon street, , minyip, 5016, qld, 19090223, , 03 14613237, 7013808, 8
rec-105-org,   jonathon, bates-brownsword, 58, tasmania circle, , duncraig, 2190, nsw, 19140613, 36, 07 94931086, 4960652, 2
rec-288-org,   edward, , 25, tarrant crescent, , ballan, 3555, nsw, 19100627, 23, 03 80159162, 1780528, 8
rec-794-dup-2, mia, berryman, , lindrum crescent, bega f lts, oak park, 6302, , 19080416, 19, 08 61830037, 7617216, 4
rec-125-org,   sarah, coleman, 74, jondol place, , williamstown, 6112, qld, 19720715, 30, , 2781309, 2
rec-252-dup-1, jas, wyllie, 98, skinner street, brindabella specialist centre, armidale, 2540, vic, 19350628, 18, 08 77500413, 4021809, 5
rec-597-org,   jack, , 6, banfield street, sect 106, avondale heights, 6102, vic, 19020629, , 07 75148969, 8591622, 0
rec-460-org,   ryan, craske, 50, maurice place, lanoma, wynyard, 3084, nsw, 19650814, , 03 78874721, 6740696, 2
rec-591-org,   kate, clarke, 38, pindari crescent, tara park, cremorne, 2085, nsw, , 24, 04 99246100, 6989559, 2
rec-608-org,   micaela, blackwell, 354, sturt avenue, yarren, blackheath, 3690, nsw, 19581223, , 04 06006169, 5184869, 4
rec-349-dup-1, rilmey, janda, 68, weetangerra road, , minto, 2261, nsw, 19220715, 31, 02 67334652, 8909807, 5
rec-749-org,   claudia, leonavicius, 31, flower place, , casula, 2282, vic, 19330303, 33, 03 34160036, 7990936, 8
rec-308-org,   coby, , 811, dulverton street, greenswylde, somerset, 2251, nsw, 19300704, , 02 12215429, 6726196, 6
rec-122-org,   james, lock, 186, burkitt street, , ryde, 4006, nsw, 19630323, 26, 04 38525101, 5084884, 5
rec-725-org,   harvey, petith, 12, mcvilly close, , broadbeach waters, 4503, sa, 19250625, 32, 02 83390975, 6678712, 6
rec-594-org,   hannah, fabbro, 76, mailey retreat, , swan view, 5642, vic, 19771219, , 04 70002415, 6881786, 8
rec-631-dup-1, bradley, iveqrs, 3, nemarang crescent, , sal, 2304, qld, 19500228, , 04 62999357, 6738169, 5
rec-387-org,   , jinks, 54, dunstan street, , melton south, 3136, vic, 19910901, 31, , 9703253, 9
rec-356-org,   ruby, , 233, , , buddina, 2472, tas, 19140223, 31, 03 79053467, 4654343, 3
rec-528-org,   tara, rankine, 6, castlereagh crescent, riversdale caravan park, minlaton, 2341, vic, 19720621, 34, 04 35982019, 7452145, 1
rec-532-org,   harriet, , 2, lindwall place, koobeja, bellmere, 4109, wa, 19370209, 25, 03 70378666, 4345661, 8
rec-768-org,   patrick, coady, 11, cherry street, st johns terrace, adamstown, 4552, nsw, 19750423, , 08 37099015, 1583994, 8
rec-442-dup-0, aidan, reid, 2, martley circuit, , corio, 3880, qld, 19871015, 21, 02 41935902, 9176608, 4
rec-550-org,   william, margrie, 8, cumbrae place, arbour cottage, waramanga, 2795, , 19400526, 23, 07 42909774, 2790670, 0
rec-57-org,   ellie, wojciechowski, 87, mildenhall place, st francis vlge, sandgate, 2206, nsw, 19940930, 35, 02 18613621, 3772671, 8
rec-701-dup-0, , harrinvton, 7, hamilton row, fairway villas, caulfield north, 2518, tas, 19558002, 24, , 2382114, 3
rec-344-org,   casey, bowerman, 9, wittenoom crescent, , frankston, 3127, vic, 19030829, 27, 04 32470994, 3666787, 4
rec-438-org,   chloe, blake, 28, louisa lawson crescent, , port lincoln, 4401, wa, 19910101, 9, 03 41340499, 3501603, 6
rec-666-org,   isabelle, nguyen, 18, garran place, palestine, roxburgh park, 6057, qld, 19870616, 11, 08 49833838, 1175660, 0
rec-627-dup-1, jock, assre, 321, mcgowen close, , tenby oint, 2560, , 19770305, 39, 08 48961106, 8255963, 5
rec-674-org,   zack, onklundee, 1, harricks crescent, , ashfield, 3842, nsw, 19520611, 29, 07 77082115, 9181264, 9
rec-461-org,   phoebe, fitzpatrick, 91, correa street, , marsfield, 2338, vic, 19591011, 32, 07 48578004, 3975366, 6
rec-128-dup-2, madakyn, ferris, 415, chisholm street, , nuriootpa, 5413, sa, 19390815, 32, 04 35680978, 9488742, 2
rec-631-org,   bradley, ivers, 3, nemarang crescent, , sale, 2304, qld, 19500228, , 04 62979357, 6738169, 5
rec-464-dup-1, daniel, , 659, terrace darwinia, , theodore, 3225, nss, 19370813, 36, 08 03580747, 7647024, 2
rec-148-dup-1, shakirah, muhsam, 33, landsborough street, , blacktwon, 2770, tas, 19025825, 25, 03 66741531, 6425836, 0
rec-274-org,   yasmin, everett, 2, inlander crescent, , cabramatta, 2590, sa, 19111103, 32, 03 31506660, 2709850, 5
rec-444-org,   oliver, blackwell, 31, popplewell place, , new farm, 3133, nsw, 19291229, 22, 04 38006594, 3314003, 0
rec-568-org,   gabrielle, rudd, 20, yiman street, , camp hill, 2151, nsw, 19290113, 33, 07 15348870, 9574893, 5
rec-84-org,   juliana, bat, 2859, hampton circuit, , mckail, 2228, , 19930403, 29, 08 48479128, 2432259, 5
rec-715-org,   daniel, grubb, , churchill way, , kangaroo flat, 3156, nsw, 19581011, , 03 41309144, 6115049, 3
rec-166-org,   brooke, clarke, 6, millen street, , taigum, 2066, nsw, , 33, 04 41621999, 2238656, 3
rec-774-dup-1, alexis, lock, 27, fiveash sreet, , caves beach, 2153, nsw, 19772101, 10, 07 05781770, 9637073, 4
rec-794-dup-1, mia, berrymsn, 2, lindrum frescent, bega flts, oak park, 6302, , 19290013, 19, 08 61830037, 7617216, 4
rec-680-org,   connor, crouch, 27, rosella street, , penrith, 7172, nsw, 19290906, 31, 04 11280125, 7570461, 8
rec-5-org,   konstantinos, mackinlay, 89, alfred hill drive, , greenwith, 2213, vic, 19200504, 24, 07 01123916, 6289402, 0
rec-799-org,   billy, latella, 2, chandler street, , broadmeadows, 2372, vic, 19700504, 34, 02 01729732, 3964106, 7
rec-341-org,   caitlin, keany, 25, crisp circuit, chateau royal, bundaberg, 2204, wa, 19420615, 30, 08 95819664, 5991980, 0
rec-161-dup-2, daniep, gibb, 16, pell place, , st albans, 5112, qld, 19520735, 34, 07 82248570, 7175374, 6
rec-590-org,   campbell, reid, 15, preddey way, ashmill park, camp hill, 4060, qld, 19210930, 35, 02 53692581, 9650286, 1
rec-488-org,   harry, crosswell, 74, baskerville street, , o'connor, 2143, sa, 19410522, , 02 32148895, 7144537, 1
rec-24-org,   aiden, kerslake, 8, murranji street, casuarina shoppingsqre, judbury, 2820, sa, 19650701, 38, 02 61665110, 2966170, 5
rec-35-org,   julia, clarke, 803, gilmore crescent, , new town, 3136, nsw, 19060628, , 07 85396182, 2230934, 9
rec-797-org,   zachary, blake, 56, laurie place, halls of residence monash university, mermaid waters, 3268, tas, , 24, 07 68520961, 4567946, 2
rec-750-org,   jacob, tylkowski, 20, zamia place, pines drive, corrimal, 4650, nsw, 19010423, 29, 02 13141117, 8602042, 1
rec-310-dup-0, isabella, haybakl, 19, gill street, laurel bank, frankston, 5777, nswq, 19820731, 23, 03 37316075, 2210537, 1
rec-107-dup-1, mitchell, clarkse, 54, brolga place, locheil, battery hill, 2089, nsw, 19670828, 14, 03 20287998, 5175245, 8
rec-576-dup-0, emma, fragn, 0, weddin circuit, demountable bldg, eaton, 2210, , 19690413, 31, 08 63483177, 2744245, 0
rec-624-org,   matthew, lodge, 8, larpent street, , lutwyche, 4301, wa, 19830129, 32, 07 57509764, 5468571, 6
